bucket_1d,sensor_id,plan_id,energy_1d,total
2020-04-02T00:00:00Z,1,1,20.9720000000016,41718.643
2020-04-03T00:00:00Z,1,1,12.5930000000008,41739.615
2020-04-04T00:00:00Z,1,1,21.4709999999977,41752.21
2020-04-05T00:00:00Z,1,1,21.9860000000044,41773.681
2020-04-06T00:00:00Z,1,1,21.1840000000011,41795.667
2020-04-07T00:00:00Z,1,1,21.2880000000005,41816.851
2020-04-08T00:00:00Z,1,1,20.5939999999973,41838.139
2020-04-09T00:00:00Z,1,1,16.9259999999995,41858.733
2020-04-10T00:00:00Z,1,1,20.0540000000037,41875.659
2020-04-11T00:00:00Z,1,1,21.7599999999948,41895.713
2020-04-12T00:00:00Z,1,1,20.7419999999984,41917.473
2020-04-13T00:00:00Z,1,1,12.8890000000029,41938.215
2020-04-14T00:00:00Z,1,1,19.3300000000017,41951.11
2020-04-15T00:00:00Z,1,1,22.1579999999958,41970.44
2020-04-16T00:00:00Z,1,1,23.487000000001,41992.598
2020-04-17T00:00:00Z,1,1,21.9020000000019,42016.085
2020-04-18T00:00:00Z,1,1,17.1169999999984,42037.987
2020-04-19T00:00:00Z,1,1,20.5780000000013,42055.104
2020-04-20T00:00:00Z,1,1,24.2610000000059,42075.683
2020-04-21T00:00:00Z,1,1,24.7520000000004,42099.944
2020-04-22T00:00:00Z,1,1,25.1119999999937,42124.696
2020-04-23T00:00:00Z,1,1,24.4590000000026,42149.808
2020-04-24T00:00:00Z,1,1,18.9239999999991,42174.267
2020-04-25T00:00:00Z,1,1,25.5139999999956,42193.192
2020-04-26T00:00:00Z,1,1,25.0420000000013,42218.707
2020-04-27T00:00:00Z,1,1,23.1380000000063,42243.753
2020-04-28T00:00:00Z,1,1,9.47099999999773,42266.891
2020-04-29T00:00:00Z,1,1,12.525999999998,42276.362
2020-04-30T00:00:00Z,1,1,9.28399999999965,42288.888
2020-05-01T00:00:00Z,1,1,11.2669999999998,42298.172
2020-05-02T00:00:00Z,1,1,24.0690000000031,42309.439
2020-05-03T00:00:00Z,1,1,24.8120000000054,42333.509
2020-05-04T00:00:00Z,1,1,15.8309999999983,42358.321
2020-05-05T00:00:00Z,1,1,17.0849999999991,42374.161
2020-05-06T00:00:00Z,1,1,28.2520000000004,42391.247
2020-05-07T00:00:00Z,1,1,27.7439999999988,42419.499
2020-05-08T00:00:00Z,1,1,26.2979999999952,42447.243
2020-05-09T00:00:00Z,1,1,10.2690000000002,42473.541
2020-05-10T00:00:00Z,1,1,22.8329999999987,42483.81
2020-05-11T00:00:00Z,1,1,4.0280000000057,42506.643
2020-05-12T00:00:00Z,1,1,31.0690000000031,42510.672
2020-05-13T00:00:00Z,1,1,21.2989999999991,42541.743
2020-05-14T00:00:00Z,1,1,24.0599999999977,42563.042
2020-05-15T00:00:00Z,1,1,26.9279999999999,42587.102
2020-05-16T00:00:00Z,1,1,29.0290000000023,42614.03
2020-05-17T00:00:00Z,1,1,27.6749999999956,42643.059
2020-05-18T00:00:00Z,1,1,28.7649999999994,42670.735
2020-05-19T00:00:00Z,1,1,28.4700000000012,42699.5
2020-05-20T00:00:00Z,1,1,23.5290000000023,42727.97
2020-05-21T00:00:00Z,1,1,27.1119999999937,42751.499
2020-05-22T00:00:00Z,1,1,16.2359999999971,42778.62
2020-05-23T00:00:00Z,1,1,2.05000000000291,42794.856
2020-05-24T00:00:00Z,1,1,0,42825.752
2020-05-25T00:00:00Z,1,1,15.0089999999982,42825.752
2020-05-26T00:00:00Z,1,1,29.5619999999981,42840.761
2020-05-27T00:00:00Z,1,1,27.5750000000044,42870.323
2020-05-29T00:00:00Z,1,1,27.2509999999966,42922.985
2020-05-30T00:00:00Z,1,1,5.48300000000017,42950.241
